uniqueid,bank_account
uniqueid_6879 x Kenya,No
uniqueid_6880 x Kenya,No
uniqueid_6881 x Kenya,No
uniqueid_6882 x Kenya,No
uniqueid_6883 x Kenya,Yes
uniqueid_6884 x Kenya,No
uniqueid_6885 x Kenya,No
uniqueid_6886 x Kenya,No
uniqueid_6887 x Kenya,No
uniqueid_6888 x Kenya,No
uniqueid_6889 x Kenya,No
uniqueid_6890 x Kenya,No
uniqueid_6891 x Kenya,No
uniqueid_6892 x Kenya,Yes
uniqueid_6893 x Kenya,No
uniqueid_6894 x Kenya,No
uniqueid_6895 x Kenya,No
uniqueid_6896 x Kenya,Yes
uniqueid_6897 x Kenya,No
uniqueid_6898 x Kenya,No
uniqueid_6899 x Kenya,No
uniqueid_6900 x Kenya,No
uniqueid_6901 x Kenya,No
uniqueid_6902 x Kenya,No
uniqueid_6903 x Kenya,No
uniqueid_6904 x Kenya,No
uniqueid_6905 x Kenya,No
uniqueid_6906 x Kenya,No
uniqueid_6907 x Kenya,Yes
uniqueid_6908 x Kenya,No
uniqueid_6909 x Kenya,No
uniqueid_6910 x Kenya,No
uniqueid_6911 x Kenya,No
uniqueid_6912 x Kenya,No
uniqueid_6913 x Kenya,No
uniqueid_6914 x Kenya,No
uniqueid_6915 x Kenya,No
uniqueid_6916 x Kenya,No
uniqueid_6917 x Kenya,No
uniqueid_6918 x Kenya,No
uniqueid_6919 x Kenya,No
uniqueid_6920 x Kenya,No
uniqueid_6921 x Kenya,No
uniqueid_6922 x Kenya,Yes
uniqueid_6923 x Kenya,No
uniqueid_6924 x Kenya,No
uniqueid_6925 x Kenya,No
uniqueid_6926 x Kenya,No
uniqueid_6927 x Kenya,Yes
uniqueid_6928 x Kenya,No
uniqueid_6929 x Kenya,No
uniqueid_6930 x Kenya,No
uniqueid_6931 x Kenya,Yes
uniqueid_6932 x Kenya,No
uniqueid_6933 x Kenya,Yes
uniqueid_6934 x Kenya,No
uniqueid_6935 x Kenya,No
uniqueid_6936 x Kenya,No
uniqueid_6937 x Kenya,No
uniqueid_6938 x Kenya,No
uniqueid_6939 x Kenya,No
uniqueid_6940 x Kenya,No
uniqueid_6941 x Kenya,No
uniqueid_6942 x Kenya,No
uniqueid_6943 x Kenya,Yes
uniqueid_6944 x Kenya,No
uniqueid_6945 x Kenya,No
uniqueid_6946 x Kenya,No
uniqueid_6947 x Kenya,No
uniqueid_6948 x Kenya,Yes
uniqueid_6949 x Kenya,No
uniqueid_6950 x Kenya,No
uniqueid_6951 x Kenya,No
uniqueid_6952 x Kenya,No
uniqueid_6953 x Kenya,No
uniqueid_6954 x Kenya,No
uniqueid_6955 x Kenya,No
uniqueid_6956 x Kenya,No
uniqueid_6957 x Kenya,No
uniqueid_6958 x Kenya,No
uniqueid_6959 x Kenya,No
uniqueid_6960 x Kenya,No
uniqueid_6961 x Kenya,No
uniqueid_6962 x Kenya,Yes
uniqueid_6963 x Kenya,Yes
uniqueid_6964 x Kenya,No
uniqueid_6965 x Kenya,No
uniqueid_6966 x Kenya,No
uniqueid_6967 x Kenya,No
uniqueid_6968 x Kenya,No
uniqueid_6969 x Kenya,No
uniqueid_6970 x Kenya,No
uniqueid_6971 x Kenya,No
uniqueid_6972 x Kenya,No
uniqueid_6973 x Kenya,No
uniqueid_6974 x Kenya,No
uniqueid_6975 x Kenya,No
uniqueid_6976 x Kenya,No
uniqueid_6977 x Kenya,No
uniqueid_6978 x Kenya,No
uniqueid_6979 x Kenya,No
uniqueid_6980 x Kenya,No
uniqueid_6981 x Kenya,No
uniqueid_6982 x Kenya,No
uniqueid_6983 x Kenya,No
uniqueid_6984 x Kenya,No
uniqueid_6985 x Kenya,No
uniqueid_6986 x Kenya,No
uniqueid_6987 x Kenya,No
uniqueid_6988 x Kenya,No
uniqueid_6989 x Kenya,No
uniqueid_6990 x Kenya,No
uniqueid_6991 x Kenya,No
uniqueid_6992 x Kenya,No
uniqueid_6993 x Kenya,No
uniqueid_6994 x Kenya,No
uniqueid_6995 x Kenya,No
uniqueid_6996 x Kenya,No
uniqueid_6997 x Kenya,Yes
uniqueid_6998 x Kenya,No
uniqueid_6999 x Kenya,No
uniqueid_7000 x Kenya,Yes
uniqueid_7001 x Kenya,No
uniqueid_7002 x Kenya,No
uniqueid_7003 x Kenya,No
uniqueid_7004 x Kenya,No
uniqueid_7005 x Kenya,No
uniqueid_7006 x Kenya,No
uniqueid_7007 x Kenya,No
uniqueid_7008 x Kenya,No
uniqueid_7009 x Kenya,No
uniqueid_7010 x Kenya,No
uniqueid_7011 x Kenya,No
uniqueid_7012 x Kenya,No
uniqueid_7013 x Kenya,No
uniqueid_7014 x Kenya,Yes
uniqueid_7015 x Kenya,No
uniqueid_7016 x Kenya,No
uniqueid_7017 x Kenya,No
uniqueid_7018 x Kenya,No
uniqueid_7019 x Kenya,No
uniqueid_7020 x Kenya,No
uniqueid_7021 x Kenya,No
uniqueid_7022 x Kenya,Yes
uniqueid_7023 x Kenya,No
uniqueid_7024 x Kenya,No
uniqueid_7025 x Kenya,Yes
uniqueid_7026 x Kenya,No
uniqueid_7027 x Kenya,No
uniqueid_7028 x Kenya,No
uniqueid_7029 x Kenya,No
uniqueid_7030 x Kenya,No
uniqueid_7031 x Kenya,No
uniqueid_7032 x Kenya,No
uniqueid_7033 x Kenya,No
uniqueid_7034 x Kenya,No
uniqueid_7035 x Kenya,No
uniqueid_7036 x Kenya,No
uniqueid_7037 x Kenya,No
uniqueid_7038 x Kenya,No
uniqueid_7039 x Kenya,No
uniqueid_7040 x Kenya,No
uniqueid_7041 x Kenya,No
uniqueid_7042 x Kenya,No
uniqueid_7043 x Kenya,No
uniqueid_7044 x Kenya,No
uniqueid_7045 x Kenya,No
uniqueid_7046 x Kenya,Yes
uniqueid_7047 x Kenya,No
uniqueid_7048 x Kenya,No
uniqueid_7049 x Kenya,No
uniqueid_7050 x Kenya,No
uniqueid_7051 x Kenya,No
uniqueid_7052 x Kenya,No
uniqueid_7053 x Kenya,No
uniqueid_7054 x Kenya,No
uniqueid_7055 x Kenya,No
uniqueid_7056 x Kenya,No
uniqueid_7057 x Kenya,Yes
uniqueid_7058 x Kenya,No
uniqueid_7059 x Kenya,No
uniqueid_7060 x Kenya,No
uniqueid_7061 x Kenya,No
uniqueid_7062 x Kenya,No
uniqueid_7063 x Kenya,No
uniqueid_7064 x Kenya,No
uniqueid_7065 x Kenya,No
uniqueid_7066 x Kenya,No
uniqueid_7067 x Kenya,No
uniqueid_7068 x Kenya,No
uniqueid_7069 x Kenya,No
uniqueid_7070 x Kenya,No
uniqueid_7071 x Kenya,No
uniqueid_7072 x Kenya,No
uniqueid_7073 x Kenya,No
uniqueid_7074 x Kenya,Yes
uniqueid_7075 x Kenya,No
uniqueid_7076 x Kenya,No
uniqueid_7077 x Kenya,Yes
uniqueid_7078 x Kenya,No
uniqueid_7079 x Kenya,No
uniqueid_7080 x Kenya,No
uniqueid_7081 x Kenya,No
uniqueid_7082 x Kenya,No
uniqueid_7083 x Kenya,No
uniqueid_7084 x Kenya,No
uniqueid_7085 x Kenya,No
uniqueid_7086 x Kenya,Yes
uniqueid_7087 x Kenya,Yes
uniqueid_7088 x Kenya,No
uniqueid_7089 x Kenya,No
uniqueid_7090 x Kenya,No
uniqueid_7091 x Kenya,No
uniqueid_7092 x Kenya,No
uniqueid_7093 x Kenya,No
uniqueid_7094 x Kenya,No
uniqueid_7095 x Kenya,No
uniqueid_7096 x Kenya,No
uniqueid_7097 x Kenya,Yes
uniqueid_7098 x Kenya,No
uniqueid_7099 x Kenya,Yes
uniqueid_7100 x Kenya,Yes
uniqueid_7101 x Kenya,No
uniqueid_7102 x Kenya,No
uniqueid_7103 x Kenya,No
uniqueid_7104 x Kenya,Yes
uniqueid_7105 x Kenya,Yes
uniqueid_7106 x Kenya,No
uniqueid_7107 x Kenya,No
uniqueid_7108 x Kenya,No
uniqueid_7109 x Kenya,No
uniqueid_7110 x Kenya,No
uniqueid_7111 x Kenya,No
uniqueid_7112 x Kenya,No
uniqueid_7113 x Kenya,No
uniqueid_7114 x Kenya,Yes
uniqueid_7115 x Kenya,No
uniqueid_7116 x Kenya,No
uniqueid_7117 x Kenya,No
uniqueid_7118 x Kenya,No
uniqueid_7119 x Kenya,No
uniqueid_7120 x Kenya,No
uniqueid_7121 x Kenya,No
uniqueid_7122 x Kenya,No
uniqueid_7123 x Kenya,No
uniqueid_7124 x Kenya,No
uniqueid_7125 x Kenya,No
uniqueid_7126 x Kenya,No
uniqueid_7127 x Kenya,No
uniqueid_7128 x Kenya,Yes
uniqueid_7129 x Kenya,No
uniqueid_7130 x Kenya,No
uniqueid_7131 x Kenya,No
uniqueid_7132 x Kenya,No
uniqueid_7133 x Kenya,No
uniqueid_7134 x Kenya,No
uniqueid_7135 x Kenya,No
uniqueid_7136 x Kenya,Yes
uniqueid_7137 x Kenya,No
uniqueid_7138 x Kenya,No
uniqueid_7139 x Kenya,No
uniqueid_7140 x Kenya,No
uniqueid_7141 x Kenya,No
uniqueid_7142 x Kenya,No
uniqueid_7143 x Kenya,No
uniqueid_7144 x Kenya,Yes
uniqueid_7145 x Kenya,No
uniqueid_7146 x Kenya,No
uniqueid_7147 x Kenya,Yes
uniqueid_7148 x Kenya,No
uniqueid_7149 x Kenya,No
uniqueid_7150 x Kenya,No
uniqueid_7151 x Kenya,No
uniqueid_7152 x Kenya,No
uniqueid_7153 x Kenya,No
uniqueid_7154 x Kenya,No
uniqueid_7155 x Kenya,No
uniqueid_7156 x Kenya,No
uniqueid_7157 x Kenya,No
uniqueid_7158 x Kenya,No
uniqueid_7159 x Kenya,Yes
uniqueid_7160 x Kenya,No
uniqueid_7161 x Kenya,Yes
uniqueid_7162 x Kenya,Yes
uniqueid_7163 x Kenya,No
uniqueid_7164 x Kenya,No
uniqueid_7165 x Kenya,No
uniqueid_7166 x Kenya,No
uniqueid_7167 x Kenya,No
uniqueid_7168 x Kenya,No
uniqueid_7169 x Kenya,No
uniqueid_7170 x Kenya,No
uniqueid_7171 x Kenya,Yes
uniqueid_7172 x Kenya,No
uniqueid_7173 x Kenya,No
uniqueid_7174 x Kenya,No
uniqueid_7175 x Kenya,Yes
uniqueid_7176 x Kenya,No
uniqueid_7177 x Kenya,No
uniqueid_7178 x Kenya,No
uniqueid_7179 x Kenya,No
uniqueid_7180 x Kenya,No
uniqueid_7181 x Kenya,No
uniqueid_7182 x Kenya,No
uniqueid_7183 x Kenya,No
uniqueid_7184 x Kenya,No
uniqueid_7185 x Kenya,No
uniqueid_7186 x Kenya,No
uniqueid_7187 x Kenya,No
uniqueid_7188 x Kenya,No
uniqueid_7189 x Kenya,No
uniqueid_7190 x Kenya,No
uniqueid_7191 x Kenya,No
uniqueid_7192 x Kenya,Yes
uniqueid_7193 x Kenya,No
uniqueid_7194 x Kenya,No
uniqueid_7195 x Kenya,No
uniqueid_7196 x Kenya,No
uniqueid_7197 x Kenya,No
uniqueid_7198 x Kenya,No
uniqueid_7199 x Kenya,No
uniqueid_7200 x Kenya,Yes
uniqueid_7201 x Kenya,No
uniqueid_7202 x Kenya,Yes
uniqueid_7203 x Kenya,No
uniqueid_7204 x Kenya,Yes
uniqueid_7205 x Kenya,No
uniqueid_7206 x Kenya,No
uniqueid_7207 x Kenya,No
uniqueid_7208 x Kenya,No
uniqueid_7209 x Kenya,No
uniqueid_7210 x Kenya,No
uniqueid_7211 x Kenya,No
uniqueid_7212 x Kenya,No
uniqueid_7213 x Kenya,No
uniqueid_7214 x Kenya,No
uniqueid_7215 x Kenya,No
uniqueid_7216 x Kenya,No
uniqueid_7217 x Kenya,Yes
uniqueid_7218 x Kenya,No
uniqueid_7219 x Kenya,No
uniqueid_7220 x Kenya,No
uniqueid_7221 x Kenya,Yes
uniqueid_7222 x Kenya,No
uniqueid_7223 x Kenya,Yes
uniqueid_7224 x Kenya,No
uniqueid_7225 x Kenya,No
uniqueid_7226 x Kenya,No
uniqueid_7227 x Kenya,Yes
uniqueid_7228 x Kenya,No
uniqueid_7229 x Kenya,No
uniqueid_7230 x Kenya,No
uniqueid_7231 x Kenya,No
uniqueid_7232 x Kenya,Yes
uniqueid_7233 x Kenya,No
uniqueid_7234 x Kenya,No
uniqueid_7235 x Kenya,No
uniqueid_7236 x Kenya,No
uniqueid_7237 x Kenya,No
uniqueid_7238 x Kenya,No
uniqueid_7239 x Kenya,No
uniqueid_7240 x Kenya,Yes
uniqueid_7241 x Kenya,No
uniqueid_7242 x Kenya,Yes
uniqueid_7243 x Kenya,No
uniqueid_7244 x Kenya,No
uniqueid_7245 x Kenya,No
uniqueid_7246 x Kenya,No
uniqueid_7247 x Kenya,No
uniqueid_7248 x Kenya,No
uniqueid_7249 x Kenya,No
uniqueid_7250 x Kenya,Yes
uniqueid_7251 x Kenya,Yes
uniqueid_7252 x Kenya,No
uniqueid_7253 x Kenya,No
uniqueid_7254 x Kenya,No
uniqueid_7255 x Kenya,No
uniqueid_7256 x Kenya,No
uniqueid_7257 x Kenya,No
uniqueid_7258 x Kenya,Yes
uniqueid_7259 x Kenya,No
uniqueid_7260 x Kenya,No
uniqueid_7261 x Kenya,No
uniqueid_7262 x Kenya,No
uniqueid_7263 x Kenya,No
uniqueid_7264 x Kenya,No
uniqueid_7265 x Kenya,No
uniqueid_7266 x Kenya,No
uniqueid_7267 x Kenya,No
uniqueid_7268 x Kenya,No
uniqueid_7269 x Kenya,No
uniqueid_7270 x Kenya,No
uniqueid_7271 x Kenya,Yes
uniqueid_7272 x Kenya,No
uniqueid_7273 x Kenya,Yes
uniqueid_7274 x Kenya,No
uniqueid_7275 x Kenya,Yes
uniqueid_7276 x Kenya,No
uniqueid_7277 x Kenya,No
uniqueid_7278 x Kenya,No
uniqueid_7279 x Kenya,No
uniqueid_7280 x Kenya,No
uniqueid_7281 x Kenya,No
uniqueid_7282 x Kenya,No
uniqueid_7283 x Kenya,No
uniqueid_7284 x Kenya,Yes
uniqueid_7285 x Kenya,No
uniqueid_7286 x Kenya,No
uniqueid_7287 x Kenya,No
uniqueid_7288 x Kenya,No
uniqueid_7289 x Kenya,Yes
uniqueid_7290 x Kenya,No
uniqueid_7291 x Kenya,No
uniqueid_7292 x Kenya,Yes
uniqueid_7293 x Kenya,No
uniqueid_7294 x Kenya,No
uniqueid_7295 x Kenya,No
uniqueid_7296 x Kenya,No
uniqueid_7297 x Kenya,No
uniqueid_7298 x Kenya,No
uniqueid_7299 x Kenya,No
uniqueid_7300 x Kenya,No
uniqueid_7301 x Kenya,No
uniqueid_7302 x Kenya,No
uniqueid_7303 x Kenya,No
uniqueid_7304 x Kenya,No
uniqueid_7305 x Kenya,No
uniqueid_7306 x Kenya,No
uniqueid_7307 x Kenya,No
uniqueid_7308 x Kenya,No
uniqueid_7309 x Kenya,Yes
uniqueid_7310 x Kenya,No
uniqueid_7311 x Kenya,Yes
uniqueid_7312 x Kenya,No
uniqueid_7313 x Kenya,Yes
uniqueid_7314 x Kenya,No
uniqueid_7315 x Kenya,No
uniqueid_7316 x Kenya,No
uniqueid_7317 x Kenya,No
uniqueid_7318 x Kenya,No
uniqueid_7319 x Kenya,No
uniqueid_7320 x Kenya,No
uniqueid_7321 x Kenya,No
uniqueid_7322 x Kenya,No
uniqueid_7323 x Kenya,Yes
uniqueid_7324 x Kenya,No
uniqueid_7325 x Kenya,Yes
uniqueid_7326 x Kenya,No
uniqueid_7327 x Kenya,No
uniqueid_7328 x Kenya,No
uniqueid_7329 x Kenya,No
uniqueid_7330 x Kenya,No
uniqueid_7331 x Kenya,No
uniqueid_7332 x Kenya,No
uniqueid_7333 x Kenya,No
uniqueid_7334 x Kenya,No
uniqueid_7335 x Kenya,No
uniqueid_7336 x Kenya,No
uniqueid_7337 x Kenya,Yes
uniqueid_7338 x Kenya,No
uniqueid_7339 x Kenya,No
uniqueid_7340 x Kenya,No
uniqueid_7341 x Kenya,Yes
uniqueid_7342 x Kenya,No
uniqueid_7343 x Kenya,No
uniqueid_7344 x Kenya,No
uniqueid_7345 x Kenya,No
uniqueid_7346 x Kenya,Yes
uniqueid_7347 x Kenya,No
uniqueid_7348 x Kenya,Yes
uniqueid_7349 x Kenya,No
uniqueid_7350 x Kenya,Yes
uniqueid_7351 x Kenya,No
uniqueid_7352 x Kenya,No
uniqueid_7353 x Kenya,No
uniqueid_7354 x Kenya,No
uniqueid_7355 x Kenya,No
uniqueid_7356 x Kenya,No
uniqueid_7357 x Kenya,No
uniqueid_7358 x Kenya,No
uniqueid_7359 x Kenya,Yes
uniqueid_7360 x Kenya,No
uniqueid_7361 x Kenya,No
uniqueid_7362 x Kenya,No
uniqueid_7363 x Kenya,No
uniqueid_7364 x Kenya,No
uniqueid_7365 x Kenya,No
uniqueid_7366 x Kenya,No
uniqueid_7367 x Kenya,No
uniqueid_7368 x Kenya,No
uniqueid_7369 x Kenya,No
uniqueid_7370 x Kenya,No
uniqueid_7371 x Kenya,No
uniqueid_7372 x Kenya,No
uniqueid_7373 x Kenya,No
uniqueid_7374 x Kenya,No
uniqueid_7375 x Kenya,No
uniqueid_7376 x Kenya,No
uniqueid_7377 x Kenya,No
uniqueid_7378 x Kenya,No
uniqueid_7379 x Kenya,No
uniqueid_7380 x Kenya,No
uniqueid_7381 x Kenya,No
uniqueid_7382 x Kenya,No
uniqueid_7383 x Kenya,No
uniqueid_7384 x Kenya,No
uniqueid_7385 x Kenya,Yes
uniqueid_7386 x Kenya,No
uniqueid_7387 x Kenya,No
uniqueid_7388 x Kenya,No
uniqueid_7389 x Kenya,No
uniqueid_7390 x Kenya,No
uniqueid_7391 x Kenya,No
uniqueid_7392 x Kenya,No
uniqueid_7393 x Kenya,No
uniqueid_7394 x Kenya,No
uniqueid_7395 x Kenya,Yes
uniqueid_7396 x Kenya,No
uniqueid_7397 x Kenya,No
uniqueid_7398 x Kenya,No
uniqueid_7399 x Kenya,No
uniqueid_7400 x Kenya,Yes
uniqueid_7401 x Kenya,No
uniqueid_7402 x Kenya,No
uniqueid_7403 x Kenya,Yes
uniqueid_7404 x Kenya,No
uniqueid_7405 x Kenya,Yes
uniqueid_7406 x Kenya,No
uniqueid_7407 x Kenya,No
uniqueid_7408 x Kenya,No
uniqueid_7409 x Kenya,No
uniqueid_7410 x Kenya,No
uniqueid_7411 x Kenya,No
uniqueid_7412 x Kenya,Yes
uniqueid_7413 x Kenya,No
uniqueid_7414 x Kenya,No
uniqueid_7415 x Kenya,No
uniqueid_7416 x Kenya,No
uniqueid_7417 x Kenya,Yes
uniqueid_7418 x Kenya,No
uniqueid_7419 x Kenya,No
uniqueid_7420 x Kenya,No
uniqueid_7421 x Kenya,No
uniqueid_7422 x Kenya,No
uniqueid_7423 x Kenya,No
uniqueid_7424 x Kenya,No
uniqueid_7425 x Kenya,No
uniqueid_7426 x Kenya,No
uniqueid_7427 x Kenya,No
uniqueid_7428 x Kenya,No
uniqueid_7429 x Kenya,No
uniqueid_7430 x Kenya,No
uniqueid_7431 x Kenya,No
uniqueid_7432 x Kenya,No
uniqueid_7433 x Kenya,No
uniqueid_7434 x Kenya,No
uniqueid_7435 x Kenya,Yes
uniqueid_7436 x Kenya,No
uniqueid_7437 x Kenya,No
uniqueid_7438 x Kenya,No
uniqueid_7439 x Kenya,No
uniqueid_7440 x Kenya,No
uniqueid_7441 x Kenya,No
uniqueid_7442 x Kenya,No
uniqueid_7443 x Kenya,No
uniqueid_7444 x Kenya,No
uniqueid_7445 x Kenya,No
uniqueid_7446 x Kenya,No
uniqueid_7447 x Kenya,No
uniqueid_7448 x Kenya,Yes
uniqueid_7449 x Kenya,No
uniqueid_7450 x Kenya,No
uniqueid_7451 x Kenya,No
uniqueid_7452 x Kenya,No
uniqueid_7453 x Kenya,No
uniqueid_7454 x Kenya,No
uniqueid_7455 x Kenya,No
uniqueid_7456 x Kenya,No
uniqueid_7457 x Kenya,No
uniqueid_7458 x Kenya,No
uniqueid_7459 x Kenya,No
uniqueid_7460 x Kenya,No
uniqueid_7461 x Kenya,No
uniqueid_7462 x Kenya,No
uniqueid_7463 x Kenya,Yes
uniqueid_7464 x Kenya,No
uniqueid_7465 x Kenya,No
uniqueid_7466 x Kenya,No
uniqueid_7467 x Kenya,No
uniqueid_7468 x Kenya,No
uniqueid_7469 x Kenya,No
uniqueid_7470 x Kenya,No
uniqueid_7471 x Kenya,No
uniqueid_7472 x Kenya,No
uniqueid_7473 x Kenya,No
uniqueid_7474 x Kenya,No
uniqueid_7475 x Kenya,No
uniqueid_7476 x Kenya,No
uniqueid_7477 x Kenya,No
uniqueid_7478 x Kenya,No
uniqueid_7479 x Kenya,No
uniqueid_7480 x Kenya,No
uniqueid_7481 x Kenya,No
uniqueid_7482 x Kenya,Yes
uniqueid_7483 x Kenya,No
uniqueid_7484 x Kenya,Yes
uniqueid_7485 x Kenya,No
uniqueid_7486 x Kenya,No
uniqueid_7487 x Kenya,No
uniqueid_7488 x Kenya,No
uniqueid_7489 x Kenya,No
uniqueid_7490 x Kenya,No
uniqueid_7491 x Kenya,No
uniqueid_7492 x Kenya,No
uniqueid_7493 x Kenya,Yes
uniqueid_7494 x Kenya,No
uniqueid_7495 x Kenya,Yes
uniqueid_7496 x Kenya,No
uniqueid_7497 x Kenya,No
uniqueid_7498 x Kenya,No
uniqueid_7499 x Kenya,No
uniqueid_7500 x Kenya,No
uniqueid_7501 x Kenya,No
uniqueid_7502 x Kenya,No
uniqueid_7503 x Kenya,No
uniqueid_7504 x Kenya,No
uniqueid_7505 x Kenya,No
uniqueid_7506 x Kenya,No
uniqueid_7507 x Kenya,No
uniqueid_7508 x Kenya,No
uniqueid_7509 x Kenya,No
uniqueid_7510 x Kenya,No
uniqueid_7511 x Kenya,No
uniqueid_7512 x Kenya,No
uniqueid_7513 x Kenya,No
uniqueid_7514 x Kenya,No
uniqueid_7515 x Kenya,No
uniqueid_7516 x Kenya,No
uniqueid_7517 x Kenya,No
uniqueid_7518 x Kenya,No
uniqueid_7519 x Kenya,No
uniqueid_7520 x Kenya,No
uniqueid_7521 x Kenya,No
uniqueid_7522 x Kenya,No
uniqueid_7523 x Kenya,No
uniqueid_7524 x Kenya,No
uniqueid_7525 x Kenya,No
uniqueid_7526 x Kenya,No
uniqueid_7527 x Kenya,No
uniqueid_7528 x Kenya,No
uniqueid_7529 x Kenya,Yes
uniqueid_7530 x Kenya,No
uniqueid_7531 x Kenya,No
uniqueid_7532 x Kenya,No
uniqueid_7533 x Kenya,No
uniqueid_7534 x Kenya,No
uniqueid_7535 x Kenya,No
uniqueid_7536 x Kenya,No
uniqueid_7537 x Kenya,Yes
uniqueid_7538 x Kenya,No
uniqueid_7539 x Kenya,No
uniqueid_7540 x Kenya,No
uniqueid_7541 x Kenya,No
uniqueid_7542 x Kenya,No
uniqueid_7543 x Kenya,No
uniqueid_7544 x Kenya,No
uniqueid_7545 x Kenya,No
uniqueid_7546 x Kenya,No
uniqueid_7547 x Kenya,No
uniqueid_7548 x Kenya,No
uniqueid_7549 x Kenya,No
uniqueid_7550 x Kenya,No
uniqueid_7551 x Kenya,No
uniqueid_7552 x Kenya,No
uniqueid_7553 x Kenya,No
uniqueid_7554 x Kenya,No
uniqueid_7555 x Kenya,Yes
uniqueid_7556 x Kenya,Yes
uniqueid_7557 x Kenya,No
uniqueid_7558 x Kenya,No
uniqueid_7559 x Kenya,Yes
uniqueid_7560 x Kenya,No
uniqueid_7561 x Kenya,No
uniqueid_7562 x Kenya,No
uniqueid_7563 x Kenya,No
uniqueid_7564 x Kenya,No
uniqueid_7565 x Kenya,Yes
uniqueid_7566 x Kenya,No
uniqueid_7567 x Kenya,Yes
uniqueid_7568 x Kenya,No
uniqueid_7569 x Kenya,No
uniqueid_7570 x Kenya,No
uniqueid_7571 x Kenya,No
uniqueid_7572 x Kenya,No
uniqueid_7573 x Kenya,Yes
uniqueid_7574 x Kenya,No
uniqueid_7575 x Kenya,No
uniqueid_7576 x Kenya,No
uniqueid_7577 x Kenya,Yes
uniqueid_7578 x Kenya,No
uniqueid_7579 x Kenya,No
uniqueid_7580 x Kenya,Yes
uniqueid_7581 x Kenya,No
uniqueid_7582 x Kenya,No
uniqueid_7583 x Kenya,No
uniqueid_7584 x Kenya,No
uniqueid_7585 x Kenya,No
uniqueid_7586 x Kenya,No
uniqueid_7587 x Kenya,No
uniqueid_7588 x Kenya,No
uniqueid_7589 x Kenya,No
uniqueid_7590 x Kenya,No
uniqueid_7591 x Kenya,Yes
uniqueid_7592 x Kenya,No
uniqueid_7593 x Kenya,No
uniqueid_7594 x Kenya,No
uniqueid_7595 x Kenya,No
uniqueid_7596 x Kenya,No
uniqueid_7597 x Kenya,No
uniqueid_7598 x Kenya,Yes
uniqueid_7599 x Kenya,No
uniqueid_7600 x Kenya,Yes
uniqueid_7601 x Kenya,No
uniqueid_7602 x Kenya,No
uniqueid_7603 x Kenya,No
uniqueid_7604 x Kenya,No
uniqueid_7605 x Kenya,No
uniqueid_7606 x Kenya,No
uniqueid_7607 x Kenya,No
uniqueid_7608 x Kenya,No
uniqueid_7609 x Kenya,No
uniqueid_7610 x Kenya,No
uniqueid_7611 x Kenya,No
uniqueid_7612 x Kenya,No
uniqueid_7613 x Kenya,No
uniqueid_7614 x Kenya,No
uniqueid_7615 x Kenya,No
uniqueid_7616 x Kenya,No
uniqueid_7617 x Kenya,No
uniqueid_7618 x Kenya,No
uniqueid_7619 x Kenya,No
uniqueid_7620 x Kenya,No
uniqueid_7621 x Kenya,No
uniqueid_7622 x Kenya,No
uniqueid_7623 x Kenya,No
uniqueid_7624 x Kenya,No
uniqueid_7625 x Kenya,No
uniqueid_7626 x Kenya,No
uniqueid_7627 x Kenya,Yes
uniqueid_7628 x Kenya,No
uniqueid_7629 x Kenya,No
uniqueid_7630 x Kenya,No
uniqueid_7631 x Kenya,No
uniqueid_7632 x Kenya,No
uniqueid_7633 x Kenya,No
uniqueid_7634 x Kenya,No
uniqueid_7635 x Kenya,No
uniqueid_7636 x Kenya,No
uniqueid_7637 x Kenya,No
uniqueid_7638 x Kenya,No
uniqueid_7639 x Kenya,No
uniqueid_7640 x Kenya,No
uniqueid_7641 x Kenya,No
uniqueid_7642 x Kenya,No
uniqueid_7643 x Kenya,No
uniqueid_7644 x Kenya,No
uniqueid_7645 x Kenya,No
uniqueid_7646 x Kenya,No
uniqueid_7647 x Kenya,No
uniqueid_7648 x Kenya,No
uniqueid_7649 x Kenya,No
uniqueid_7650 x Kenya,No
uniqueid_7651 x Kenya,No
uniqueid_7652 x Kenya,No
uniqueid_7653 x Kenya,No
uniqueid_7654 x Kenya,Yes
uniqueid_7655 x Kenya,No
uniqueid_7656 x Kenya,No
uniqueid_7657 x Kenya,No
uniqueid_7658 x Kenya,No
uniqueid_7659 x Kenya,No
uniqueid_7660 x Kenya,No
uniqueid_7661 x Kenya,No
uniqueid_7662 x Kenya,No
uniqueid_7663 x Kenya,No
uniqueid_7664 x Kenya,No
uniqueid_7665 x Kenya,No
uniqueid_7666 x Kenya,No
uniqueid_7667 x Kenya,No
uniqueid_7668 x Kenya,Yes
uniqueid_7669 x Kenya,No
uniqueid_7670 x Kenya,No
uniqueid_7671 x Kenya,No
uniqueid_7672 x Kenya,No
uniqueid_7673 x Kenya,No
uniqueid_7674 x Kenya,No
uniqueid_7675 x Kenya,No
uniqueid_7676 x Kenya,No
uniqueid_7677 x Kenya,No
uniqueid_7678 x Kenya,No
uniqueid_7679 x Kenya,No
uniqueid_7680 x Kenya,No
uniqueid_7681 x Kenya,No
uniqueid_7682 x Kenya,No
uniqueid_7683 x Kenya,No
uniqueid_7684 x Kenya,No
uniqueid_7685 x Kenya,No
uniqueid_7686 x Kenya,Yes
uniqueid_7687 x Kenya,No
uniqueid_7688 x Kenya,No
uniqueid_7689 x Kenya,No
